YSAMP_N,WATER,SITE_N,DATE_SET,DATE_COL,TIME_START,TIME_END,SEASON,DAY_N,MONTH,YEAR,DSAMP_N,EFFORT,EFFORT_UNIT,GEAR,GEAR_CODE,GEAR_CODE2,NUMBER_ANGLERS,ANGLER_NAMES,ANGLER_LOC,ANGLER_HOURS,ANGLER_TRIPS,NET_N,NET_LEN,NET_HGT,TEMP_SAMP,CONDUCTIVITY,DEPTH,DEPTH_MAX,DEPTH_MIN,CL_COVER,DRIVER,CREW,SHB_N,REACH_LENGTH_M,PROJECT,COMMENTS
BEF.FBL.2018.058,FBL,BEF.FBL.013,,9/18/2018,1/0/1900 0:35,1/0/1900 0:52,F,261,9,2018,13,462,SECONDS,BEF,NAF,,,,,,,,,,21,,,,,,KJJ,"KJJ, EAB, PBM, CSM",,,,
BEF.FBL.2018.059,FBL,BEF.FBL.014,,9/18/2018,1/0/1900 1:01,1/0/1900 1:15,F,261,9,2018,14,441,SECONDS,BEF,NAF,,,,,,,,,,21,,,,,,KJJ,"KJJ, EAB, PBM, CSM",,,,
BEF.FBL.2018.060,FBL,BEF.FBL.015,,9/18/2018,1/0/1900 1:18,1/0/1900 2:05,F,261,9,2018,15,957,SECONDS,BEF,NAF,,,,,,,,,,20,,,,,,KJJ,"KJJ, EAB, PBM, CSM",,,,
BEF.FBL.2019.001,FBL,BEF.FBL.001,,5/13/2019,1/0/1900 20:50,1/0/1900 21:05,S,133,5,2019,1,265,SECONDS,BEF,NAF,,,,,,,,,,9,,,,,,KJJ,"KJJ, LJZ, DCJ, BMQ",,,,
BEF.FBL.2019.002,FBL,BEF.FBL.002,,5/13/2019,1/0/1900 21:13,1/0/1900 21:29,S,133,5,2019,2,393,SECONDS,BEF,NAF,,,,,,,,,,9,,,,,,KJJ,"KJJ, LJZ, DCJ, BMQ",,,,
BEF.FBL.2019.003,FBL,BEF.FBL.003,,5/13/2019,1/0/1900 21:35,1/0/1900 21:41,S,133,5,2019,3,124,SECONDS,BEF,NAF,,,,,,,,,,9,,,,,,KJJ,"KJJ, LJZ, DCJ, BMQ",,,,
BEF.FBL.2019.004,FBL,BEF.FBL.004,,5/13/2019,1/0/1900 21:42,1/0/1900 21:48,S,133,5,2019,4,133,SECONDS,BEF,NAF,,,,,,,,,,9,,,,,,KJJ,"KJJ, LJZ, DCJ, BMQ",,,,
BEF.FBL.2019.005,FBL,BEF.FBL.005,,5/13/2019,1/0/1900 21:54,1/0/1900 22:03,S,133,5,2019,5,199,SECONDS,BEF,NAF,,,,,,,,,,9,,,,,,KJJ,"KJJ, LJZ, DCJ, BMQ",,,,
BEF.FBL.2019.006,FBL,BEF.FBL.006,,5/13/2019,1/0/1900 22:05,1/0/1900 22:17,S,133,5,2019,6,341,SECONDS,BEF,NAF,,,,,,,,,,9,,,,,,KJJ,"KJJ, LJZ, DCJ, BMQ",,,,
BEF.FBL.2019.007,FBL,BEF.FBL.007,,5/13/2019,1/0/1900 22:18,1/0/1900 22:40,S,133,5,2019,7,518,SECONDS,BEF,NAF,,,,,,,,,,9,,,,,,KJJ,"KJJ, LJZ, DCJ, BMQ",,,,
BEF.FBL.2019.008,FBL,BEF.FBL.008,,5/13/2019,1/0/1900 22:45,1/0/1900 23:00,S,133,5,2019,8,353,SECONDS,BEF,NAF,,,,,,,,,,9,,,,,,KJJ,"KJJ, LJZ, DCJ, BMQ",,,,
BEF.FBL.2019.009,FBL,BEF.FBL.009,,5/13/2019,1/0/1900 23:07,1/0/1900 23:17,S,133,5,2019,9,206,SECONDS,BEF,NAF,,,,,,,,,,9,,,,,,KJJ,"KJJ, LJZ, DCJ, BMQ",,,,
BEF.FBL.2019.010,FBL,BEF.FBL.010,,5/13/2019,1/0/1900 23:22,1/0/1900 23:32,S,133,5,2019,10,166,SECONDS,BEF,NAF,,,,,,,,,,9,,,,,,KJJ,"KJJ, LJZ, DCJ, BMQ",,,,
BEF.FBL.2019.011,FBL,BEF.FBL.011,,5/13/2019,1/0/1900 23:32,1/0/1900 23:52,S,133,5,2019,11,331,SECONDS,BEF,NAF,,,,,,,,,,9,,,,,,KJJ,"KJJ, LJZ, DCJ, BMQ",,,,
BEF.FBL.2019.012,FBL,BEF.FBL.012,,5/13/2019,1/0/1900 23:54,1/0/1900 0:10,S,133,5,2019,12,336,SECONDS,BEF,NAF,,,,,,,,,,9,,,,,,KJJ,"KJJ, LJZ, DCJ, BMQ",,,,
BEF.FBL.2019.013,FBL,BEF.FBL.013,,5/14/2019,1/0/1900 0:39,1/0/1900 0:53,S,134,5,2019,1,305,SECONDS,BEF,NAF,,,,,,,,,,9,,,,,,KJJ,"KJJ, LJZ, DCJ, BMQ",,,,
BEF.FBL.2019.014,FBL,BEF.FBL.014,,5/14/2019,1/0/1900 0:55,1/0/1900 1:08,S,134,5,2019,2,305,SECONDS,BEF,NAF,,,,,,,,,,9,,,,,,KJJ,"KJJ, LJZ, DCJ, BMQ",,,,
BEF.FBL.2019.015,FBL,BEF.FBL.015,,5/14/2019,1/0/1900 1:08,1/0/1900 1:46,S,134,5,2019,3,1116,SECONDS,BEF,NAF,,,,,,,,,,9,,,,,,KJJ,"KJJ, LJZ, DCJ, BMQ",,,,
BEF.FBL.2019.016,FBL,BEF.FBL.001,,5/28/2019,1/0/1900 13:00,1/0/1900 13:10,S,148,5,2019,1,144,SECONDS,BEF,DBO,,,,,,,,,,13.5,,,,,,KJJ,"KJJ, LJZ",,,,
BEF.FBL.2019.017,FBL,BEF.FBL.002,,5/28/2019,1/0/1900 13:36,1/0/1900 13:48,S,148,5,2019,2,238,SECONDS,BEF,DBO,,,,,,,,,,13.5,,,,,,KJJ,"KJJ, LJZ",,,,
BEF.FBL.2019.018,FBL,BEF.FBL.003,,5/28/2019,1/0/1900 13:55,1/0/1900 14:03,S,148,5,2019,3,112,SECONDS,BEF,DBO,,,,,,,,,,13.5,,,,,,KJJ,"KJJ, LJZ",,,,
BEF.FBL.2019.019,FBL,BEF.FBL.004,,5/28/2019,1/0/1900 14:07,1/0/1900 14:14,S,148,5,2019,4,139,SECONDS,BEF,DBO,,,,,,,,,,13.5,,,,,,KJJ,"KJJ, LJZ",,,,
BEF.FBL.2019.020,FBL,BEF.FBL.005,,5/28/2019,1/0/1900 14:18,1/0/1900 14:29,S,148,5,2019,5,237,SECONDS,BEF,DBO,,,,,,,,,,13.5,,,,,,KJJ,"KJJ, LJZ",,,,
BEF.FBL.2019.021,FBL,BEF.FBL.006,,5/28/2019,1/0/1900 14:53,1/0/1900 15:07,S,148,5,2019,6,332,SECONDS,BEF,DBO,,,,,,,,,,13,,,,,,KJJ,"KJJ, LJZ",,,,
BEF.FBL.2019.022,FBL,BEF.FBL.007,,5/28/2019,1/0/1900 15:25,1/0/1900 15:44,S,148,5,2019,7,388,SECONDS,BEF,DBO,,,,,,,,,,13,,,,,,KJJ,"KJJ, LJZ",,,,
BEF.FBL.2019.023,FBL,BEF.FBL.008,,5/28/2019,1/0/1900 16:08,1/0/1900 16:25,S,148,5,2019,8,435,SECONDS,BEF,DBO,,,,,,,,,,14,,,,,,KJJ,"KJJ, LJZ",,,,
BEF.FBL.2019.024,FBL,BEF.FBL.009,,5/28/2019,1/0/1900 16:34,1/0/1900 16:46,S,148,5,2019,9,156,SECONDS,BEF,DBO,,,,,,,,,,14,,,,,,KJJ,"KJJ, LJZ",,,,
BEF.FBL.2019.025,FBL,BEF.FBL.010,,5/28/2019,1/0/1900 16:50,1/0/1900 16:59,S,148,5,2019,10,169,SECONDS,BEF,DBO,,,,,,,,,,14,,,,,,KJJ,"KJJ, LJZ",,,,
BEF.FBL.2019.026,FBL,BEF.FBL.011,,5/28/2019,1/0/1900 17:08,1/0/1900 17:22,S,148,5,2019,11,310,SECONDS,BEF,DBO,,,,,,,,,,14,,,,,,KJJ,"KJJ, LJZ",,,,
BEF.FBL.2019.027,FBL,BEF.FBL.012,,5/28/2019,1/0/1900 17:30,1/0/1900 17:44,S,148,5,2019,12,430,SECONDS,BEF,DBO,,,,,,,,,,14,,,,,,KJJ,"KJJ, LJZ",,,,
BEF.FBL.2019.028,FBL,BEF.FBL.013,,5/28/2019,1/0/1900 17:51,1/0/1900 18:00,S,148,5,2019,13,256,SECONDS,BEF,DBO,,,,,,,,,,14,,,,,,KJJ,"KJJ, LJZ",,,,
BEF.FBL.2019.029,FBL,BEF.FBL.014,,5/28/2019,1/0/1900 18:05,1/0/1900 18:32,S,148,5,2019,14,456,SECONDS,BEF,DBO,,,,,,,,,,14.5,,,,,,KJJ,"KJJ, LJZ",,,,
BEF.FBL.2019.030,FBL,BEF.FBL.015,,5/28/2019,1/0/1900 18:44,1/0/1900 19:13,S,148,5,2019,15,451,SECONDS,BEF,DBO,,,,,,,,,,14.5,,,,,,KJJ,"KJJ, LJZ",,,,
BEF.FBL.2019.031,FBL,BEF.FBL.001,,6/3/2019,1/0/1900 12:40,1/0/1900 12:51,S,154,6,2019,1,226,SECONDS,BEF,DBO,,,,,,,,,,14.5,,,,,,KJJ,"KJJ, EAB",,,,
BEF.FBL.2019.032,FBL,BEF.FBL.002,,6/3/2019,1/0/1900 12:55,1/0/1900 13:08,S,154,6,2019,2,227,SECONDS,BEF,DBO,,,,,,,,,,14.5,,,,,,KJJ,"KJJ, EAB",,,,
BEF.FBL.2019.033,FBL,BEF.FBL.003,,6/3/2019,1/0/1900 13:11,1/0/1900 13:19,S,154,6,2019,3,107,SECONDS,BEF,DBO,,,,,,,,,,14,,,,,,KJJ,"KJJ, EAB",,,,
BEF.FBL.2019.034,FBL,BEF.FBL.004,,6/3/2019,1/0/1900 13:21,1/0/1900 13:28,S,154,6,2019,4,109,SECONDS,BEF,DBO,,,,,,,,,,14,,,,,,KJJ,"KJJ, EAB",,,,
BEF.FBL.2019.035,FBL,BEF.FBL.005,,6/3/2019,1/0/1900 13:30,1/0/1900 13:42,S,154,6,2019,5,275,SECONDS,BEF,DBO,,,,,,,,,,14,,,,,,KJJ,"KJJ, EAB",,,,
BEF.FBL.2019.036,FBL,BEF.FBL.006,,6/3/2019,1/0/1900 13:47,1/0/1900 14:02,S,154,6,2019,6,372,SECONDS,BEF,DBO,,,,,,,,,,14,,,,,,KJJ,"KJJ, EAB",,,,
BEF.FBL.2019.037,FBL,BEF.FBL.007,,6/3/2019,1/0/1900 14:05,1/0/1900 14:21,S,154,6,2019,7,236,SECONDS,BEF,DBO,,,,,,,,,,14,,,,,,KJJ,"KJJ, EAB",,,,
BEF.FBL.2019.038,FBL,BEF.FBL.008,,6/3/2019,1/0/1900 14:25,1/0/1900 14:43,S,154,6,2019,8,277,SECONDS,BEF,DBO,,,,,,,,,,14,,,,,,KJJ,"KJJ, EAB",,,,
BEF.FBL.2019.039,FBL,BEF.FBL.009,,6/3/2019,1/0/1900 14:46,1/0/1900 14:57,S,154,6,2019,9,126,SECONDS,BEF,DBO,,,,,,,,,,14,,,,,,KJJ,"KJJ, EAB",,,,
BEF.FBL.2019.040,FBL,BEF.FBL.010,,6/3/2019,1/0/1900 15:01,1/0/1900 15:14,S,154,6,2019,10,210,SECONDS,BEF,DBO,,,,,,,,,,14,,,,,,KJJ,"KJJ, EAB",,,,
BEF.FBL.2019.041,FBL,BEF.FBL.011,,6/3/2019,1/0/1900 15:18,1/0/1900 15:30,S,154,6,2019,11,209,SECONDS,BEF,DBO,,,,,,,,,,14,,,,,,KJJ,"KJJ, EAB",,,,
BEF.FBL.2019.042,FBL,BEF.FBL.012,,6/3/2019,1/0/1900 15:40,1/0/1900 16:00,S,154,6,2019,12,365,SECONDS,BEF,DBO,,,,,,,,,,13.75,,,,,,KJJ,"KJJ, EAB",,,,
BEF.FBL.2019.043,FBL,BEF.FBL.013,,6/3/2019,1/0/1900 16:05,1/0/1900 16:13,S,154,6,2019,13,119,SECONDS,BEF,DBO,,,,,,,,,,13.75,,,,,,KJJ,"KJJ, EAB",,,,
BEF.FBL.2019.044,FBL,BEF.FBL.014,,6/3/2019,1/0/1900 16:17,1/0/1900 17:04,S,154,6,2019,14,348,SECONDS,BEF,DBO,,,,,,,,,,14,,,,,,KJJ,"KJJ, EAB",,,,Stopped for ~10 min to check for eggs on SMB nest.
BEF.FBL.2019.045,FBL,BEF.FBL.015,,6/3/2019,1/0/1900 17:12,1/0/1900 17:40,S,154,6,2019,15,467,SECONDS,BEF,DBO,,,,,,,,,,14,,,,,,KJJ,"KJJ, EAB",,,,
BEF.FBL.2019.046,FBL,BEF.FBL.001,,9/16/2019,1/0/1900 19:31,1/0/1900 19:43,F,259,9,2019,1,246,SECONDS,BEF,NBO,,,,,,,,,,17,,,,,,KJJ,"KJJ, EAB",,,,
BEF.FBL.2019.047,FBL,BEF.FBL.002,,9/16/2019,1/0/1900 20:02,1/0/1900 20:21,F,259,9,2019,2,408,SECONDS,BEF,NBO,,,,,,,,,,17,,,,,,KJJ,"KJJ, EAB",,,,
BEF.FBL.2019.048,FBL,BEF.FBL.003,,9/16/2019,1/0/1900 20:29,1/0/1900 20:41,F,259,9,2019,3,236,SECONDS,BEF,NBO,,,,,,,,,,17,,,,,,KJJ,"KJJ, EAB",,,,
BEF.FBL.2019.049,FBL,BEF.FBL.004,,9/16/2019,1/0/1900 20:47,1/0/1900 20:53,F,259,9,2019,4,131,SECONDS,BEF,NBO,,,,,,,,,,17,,,,,,KJJ,"KJJ, EAB",,,,
BEF.FBL.2019.050,FBL,BEF.FBL.005,,9/16/2019,1/0/1900 20:57,1/0/1900 21:07,F,259,9,2019,5,207,SECONDS,BEF,NBO,,,,,,,,,,17,,,,,,KJJ,"KJJ, EAB",,,,
BEF.FBL.2019.051,FBL,BEF.FBL.006,,9/16/2019,1/0/1900 21:15,1/0/1900 21:28,F,259,9,2019,6,321,SECONDS,BEF,NBO,,,,,,,,,,17,,,,,,KJJ,"KJJ, EAB",,,,
BEF.FBL.2019.052,FBL,BEF.FBL.007,,9/16/2019,1/0/1900 21:50,1/0/1900 22:14,F,259,9,2019,7,536,SECONDS,BEF,NBO,,,,,,,,,,17,,,,,,KJJ,"KJJ, EAB",,,,
BEF.FBL.2019.053,FBL,BEF.FBL.008,,9/16/2019,1/0/1900 22:22,1/0/1900 22:37,F,259,9,2019,8,354,SECONDS,BEF,NBO,,,,,,,,,,17,,,,,,KJJ,"KJJ, EAB",,,,
BEF.FBL.2019.054,FBL,BEF.FBL.009,,9/16/2019,1/0/1900 22:40,1/0/1900 22:49,F,259,9,2019,9,203,SECONDS,BEF,NBO,,,,,,,,,,17,,,,,,KJJ,"KJJ, EAB",,,,
BEF.FBL.2019.055,FBL,BEF.FBL.010,,9/16/2019,1/0/1900 22:53,1/0/1900 23:13,F,259,9,2019,10,437,SECONDS,BEF,NBO,,,,,,,,,,17,,,,,,KJJ,"KJJ, EAB",,,,
BEF.FBL.2019.056,FBL,BEF.FBL.011,,9/16/2019,1/0/1900 23:18,1/0/1900 23:39,F,259,9,2019,11,494,SECONDS,BEF,NBO,,,,,,,,,,17,,,,,,KJJ,"KJJ, EAB",,,,
BEF.FBL.2019.057,FBL,BEF.FBL.012,,9/17/2019,1/0/1900 0:00,1/0/1900 0:17,F,260,9,2019,12,328,SECONDS,BEF,NBO,,,,,,,,,,17,,,,,,KJJ,"KJJ, EAB",,,,
BEF.FBL.2019.058,FBL,BEF.FBL.013,,9/17/2019,1/0/1900 0:21,1/0/1900 0:34,F,260,9,2019,13,284,SECONDS,BEF,NBO,,,,,,,,,,17,,,,,,KJJ,"KJJ, EAB",,,,
BEF.FBL.2019.059,FBL,BEF.FBL.014,,9/17/2019,1/0/1900 0:38,1/0/1900 0:55,F,260,9,2019,14,327,SECONDS,BEF,NBO,,,,,,,,,,17,,,,,,KJJ,"KJJ, EAB",,,,
BEF.FBL.2019.060,FBL,BEF.FBL.015,,9/17/2019,1/0/1900 1:01,1/0/1900 1:34,F,260,9,2019,15,732,SECONDS,BEF,NBO,,,,,,,,,,17,,,,,,KJJ,"KJJ, EAB",,,,
BEF.HAL.2004.001,HAL,BEF.HAL.021,,6/8/2004,1/0/1900 21:55,1/0/1900 22:11,S,159,6,2004,1,303,SECONDS,BEF,NAF,,,,,,,,,,,,,,,,BCW,"LBR, CJH, DCJ",,,,
BEF.HAL.2004.002,HAL,BEF.HAL.020,,6/8/2004,1/0/1900 22:15,1/0/1900 22:40,S,159,6,2004,2,366,SECONDS,BEF,NAF,,,,,,,,,,,,,,,,BCW,"LBR, CJH, DCJ",,,,
BEF.HAL.2004.003,HAL,BEF.HAL.022,,6/8/2004,1/0/1900 22:58,1/0/1900 23:00,S,159,6,2004,3,49,SECONDS,BEF,NAF,,,,,,,,,,,,,,,,BCW,"LBR, DRW",,,,"INCOMPLETE RUN, MOTOR DIED CAUSE BW ADDED OIL TO AN OIL INJECT GAS TANK, IDIOT"
BEF.HAL.2005.001,HAL,BEF.HAL.022,,5/31/2005,1/0/1900 20:58,1/0/1900 21:16,S,151,5,2005,1,468,SECONDS,BEF,NAF,,,,,,,,,,,,,,,,JMR,"TJT,MMM",,,,
BEF.HAL.2005.002,HAL,BEF.HAL.023,,5/31/2005,1/0/1900 21:20,1/0/1900 21:33,S,151,5,2005,2,401,SECONDS,BEF,NAF,,,,,,,,,,,,,,,,JMR,"TJT,MMM",,,,
BEF.HAL.2005.003,HAL,BEF.HAL.025,,5/31/2005,1/0/1900 21:37,1/0/1900 21:51,S,151,5,2005,3,323,SECONDS,BEF,NAF,,,,,,,,,,,,,,,,JMR,"TJT,MMM",,,,
BEF.HAL.2005.004,HAL,BEF.HAL.026,,5/31/2005,1/0/1900 22:04,1/0/1900 22:18,S,151,5,2005,4,412,SECONDS,BEF,NAF,,,,,,,,,,,,,,,,JMR,"TJT,MMM",,,,
BEF.HAL.2005.005,HAL,BEF.HAL.027,,5/31/2005,1/0/1900 22:25,1/0/1900 22:34,S,151,5,2005,5,208,SECONDS,BEF,NAF,,,,,,,,,,,,,,,,JMR,"TJT,MMM",,,,
BEF.HAL.2005.006,HAL,BEF.HAL.028,,5/31/2005,1/0/1900 22:43,1/0/1900 22:51,S,151,5,2005,6,253,SECONDS,BEF,NAF,,,,,,,,,,,,,,,,JMR,"TJT,MMM",,,,
BEF.HAL.2005.007,HAL,BEF.HAL.029,,5/31/2005,1/0/1900 22:58,1/0/1900 23:03,S,151,5,2005,7,202,SECONDS,BEF,NAF,,,,,,,,,,,,,,,,JMR,"TJT,MMM",,,,
BEF.HAL.2005.008,HAL,BEF.HAL.031,,5/31/2005,1/0/1900 23:06,1/0/1900 23:24,S,151,5,2005,8,560,SECONDS,BEF,NAF,,,,,,,,,,,,,,,,JMR,"TJT,MMM",,,,
BEF.HAL.2005.009,HAL,BEF.HAL.032,,6/1/2005,1/0/1900 0:05,1/0/1900 0:15,S,152,6,2005,1,261,SECONDS,BEF,NAF,,,,,,,,,,,,,,,,JMR,"TJT,MMM",,,,
BEF.HAL.2005.010,HAL,BEF.HAL.033,,6/1/2005,1/0/1900 0:16,1/0/1900 0:37,S,152,6,2005,2,639,SECONDS,BEF,NAF,,,,,,,,,,,,,,,,JMR,"TJT,MMM",,,,
BEF.HAL.2005.011,HAL,BEF.HAL.036,,6/1/2005,1/0/1900 0:42,1/0/1900 0:59,S,152,6,2005,3,497,SECONDS,BEF,NAF,,,,,,,,,,,,,,,,JMR,"TJT,MMM",,,,
BEF.HAL.2005.012,HAL,BEF.HAL.037,,6/1/2005,1/0/1900 1:01,1/0/1900 1:19,S,152,6,2005,4,481,SECONDS,BEF,NAF,,,,,,,,,,,,,,,,JMR,"TJT,MMM",,,,
BEF.HAL.2005.013,HAL,BEF.HAL.041,,6/1/2005,1/0/1900 1:24,1/0/1900 1:41,S,152,6,2005,5,322,SECONDS,BEF,NAF,,,,,,,,,,,,,,,,JMR,"TJT,MMM",,,,
BEF.HAL.2005.014,HAL,BEF.HAL.043,,6/1/2005,1/0/1900 2:00,1/0/1900 2:16,S,152,6,2005,6,454,SECONDS,BEF,NAF,,,,,,,,,,,,,,,,JMR,"TJT,MMM",,,,
BEF.HAL.2005.015,HAL,BEF.HAL.044,,6/1/2005,1/0/1900 2:18,1/0/1900 2:42,S,152,6,2005,7,489,SECONDS,BEF,NAF,,,,,,,,,,,,,,,,JMR,"TJT,MMM",,,,
BEF.HAL.2005.016,HAL,BEF.HAL.001,,6/1/2005,1/0/1900 2:45,1/0/1900 2:49,S,152,6,2005,8,100,SECONDS,BEF,NAF,,,,,,,,,,,,,,,,JMR,"TJT,MMM",,,,
BEF.HAL.2005.017,HAL,BEF.HAL.002,,6/1/2005,1/0/1900 2:50,1/0/1900 2:55,S,152,6,2005,9,216,SECONDS,BEF,NAF,,,,,,,,,,,,,,,,JMR,"TJT,MMM",,,,
BEF.HAL.2005.018,HAL,BEF.HAL.003,,6/1/2005,1/0/1900 2:56,1/0/1900 3:00,S,152,6,2005,10,76,SECONDS,BEF,NAF,,,,,,,,,,,,,,,,JMR,"TJT,MMM",,,,
BEF.HAL.2005.019,HAL,BEF.HAL.004,,6/1/2005,1/0/1900 3:08,1/0/1900 3:18,S,152,6,2005,11,211,SECONDS,BEF,NAF,,,,,,,,,,,,,,,,JMR,"TJT,MMM",,,,
BEF.HAL.2005.020,HAL,BEF.HAL.008,,6/1/2005,1/0/1900 21:04,1/0/1900 21:07,S,152,6,2005,12,96,SECONDS,BEF,NAF,,,,,,,,,,,,,,,,JMR,"TJT,MMM",,,,
BEF.HAL.2005.021,HAL,BEF.HAL.009,,6/1/2005,1/0/1900 21:08,1/0/1900 21:29,S,152,6,2005,13,464,SECONDS,BEF,NAF,,,,,,,,,,,,,,,,JMR,"TJT,MMM",,,,
BEF.HAL.2005.022,HAL,BEF.HAL.010,,6/1/2005,1/0/1900 21:30,1/0/1900 21:33,S,152,6,2005,14,64,SECONDS,BEF,NAF,,,,,,,,,,,,,,,,JMR,"TJT,MMM",,,,
BEF.HAL.2005.023,HAL,BEF.HAL.011,,6/1/2005,1/0/1900 21:33,1/0/1900 21:40,S,152,6,2005,15,187,SECONDS,BEF,NAF,,,,,,,,,,,,,,,,JMR,"TJT,MMM",,,,
BEF.HAL.2005.024,HAL,BEF.HAL.012,,6/1/2005,1/0/1900 21:41,1/0/1900 21:59,S,152,6,2005,16,406,SECONDS,BEF,NAF,,,,,,,,,,,,,,,,JMR,"TJT,MMM",,,,
BEF.HAL.2005.025,HAL,BEF.HAL.013,,6/1/2005,1/0/1900 22:02,1/0/1900 22:21,S,152,6,2005,17,456,SECONDS,BEF,NAF,,,,,,,,,,,,,,,,JMR,"TJT,MMM",,,,
BEF.HAL.2005.026,HAL,BEF.HAL.014,,6/1/2005,1/0/1900 22:23,1/0/1900 22:37,S,152,6,2005,18,360,SECONDS,BEF,NAF,,,,,,,,,,,,,,,,JMR,"TJT,MMM",,,,
BEF.HAL.2005.027,HAL,BEF.HAL.015,,6/1/2005,1/0/1900 22:39,1/0/1900 22:45,S,152,6,2005,19,188,SECONDS,BEF,NAF,,,,,,,,,,,,,,,,JMR,"TJT,MMM",,,,
BEF.HAL.2005.028,HAL,BEF.HAL.016,,6/1/2005,1/0/1900 22:46,1/0/1900 23:11,S,152,6,2005,20,543,SECONDS,BEF,NAF,,,,,,,,,,,,,,,,JMR,"TJT,MMM",,,,
BEF.HAL.2005.029,HAL,BEF.HAL.017,,6/1/2005,1/0/1900 23:14,1/0/1900 23:31,S,152,6,2005,21,371,SECONDS,BEF,NAF,,,,,,,,,,,,,,,,JMR,"TJT,MMM",,,,
BEF.HAL.2005.030,HAL,BEF.HAL.018,,6/1/2005,1/0/1900 23:35,1/0/1900 23:50,S,152,6,2005,22,204,SECONDS,BEF,NAF,,,,,,,,,,,,,,,,JMR,"TJT,MMM",,,,
BEF.HAL.2005.031,HAL,BEF.HAL.020,,6/2/2005,1/0/1900 0:51,1/0/1900 1:04,S,153,6,2005,1,223,SECONDS,BEF,NAF,,,,,,,,,,,,,,,,JMR,"TJT,MMM",,,,
BEF.HAL.2005.032,HAL,BEF.HAL.021,,6/2/2005,1/0/1900 1:04,1/0/1900 1:19,S,153,6,2005,2,299,SECONDS,BEF,NAF,,,,,,,,,,,,,,,,JMR,"TJT,MMM",,,,
BEF.HAL.2006.001,HAL,BEF.HAL.037,,5/30/2006,1/0/1900 20:58,1/0/1900 21:30,S,150,5,2006,1,701,SECONDS,BEF,NAF,,,,,,,,,,12.5,,,,,,JMR,"IAK,CVM,JML",,,,
BEF.HAL.2006.002,HAL,BEF.HAL.041,,5/30/2006,1/0/1900 21:36,1/0/1900 21:59,S,150,5,2006,2,505,SECONDS,BEF,NAF,,,,,,,,,,12.5,,,,,,JMR,"IAK,CVM,JML",,,,
BEF.HAL.2006.003,HAL,BEF.HAL.043,,5/30/2006,1/0/1900 22:05,1/0/1900 22:28,S,150,5,2006,3,604,SECONDS,BEF,NAF,,,,,,,,,,12.5,,,,,,JMR,"IAK,CVM,JML",,,,
BEF.HAL.2006.004,HAL,BEF.HAL.044,,5/30/2006,1/0/1900 22:51,1/0/1900 23:12,S,150,5,2006,4,512,SECONDS,BEF,NAF,,,,,,,,,,12.5,,,,,,JMR,"IAK,CVM,JML",,,,
BEF.HAL.2006.005,HAL,BEF.HAL.001,,5/30/2006,1/0/1900 23:13,1/0/1900 23:18,S,150,5,2006,5,53,SECONDS,BEF,NAF,,,,,,,,,,12.5,,,,,,JMR,"IAK,JML",,,,
BEF.HAL.2006.006,HAL,BEF.HAL.002,,5/30/2006,1/0/1900 23:18,1/0/1900 23:27,S,150,5,2006,6,118,SECONDS,BEF,NAF,,,,,,,,,,12.5,,,,,,JMR,"IAK,JML",,,,
BEF.HAL.2006.007,HAL,BEF.HAL.003,,5/30/2006,1/0/1900 23:27,1/0/1900 23:31,S,150,5,2006,7,73,SECONDS,BEF,NAF,,,,,,,,,,12.5,,,,,,JMR,"IAK,JML",,,,
BEF.HAL.2006.008,HAL,BEF.HAL.004,,5/30/2006,1/0/1900 23:31,1/0/1900 23:40,S,150,5,2006,8,153,SECONDS,BEF,NAF,,,,,,,,,,12.5,,,,,,JMR,"IAK,JML",,,,
BEF.HAL.2006.009,HAL,BEF.HAL.008,,5/30/2006,1/0/1900 23:53,1/0/1900 23:58,S,150,5,2006,9,130,SECONDS,BEF,NAF,,,,,,,,,,12.5,,,,,,JMR,"IAK,JML",,,,
BEF.HAL.2006.010,HAL,BEF.HAL.009,,5/31/2006,1/0/1900 12:05,1/0/1900 12:21,S,151,5,2006,1,426,SECONDS,BEF,NAF,,,,,,,,,,12.5,,,,,,JMR,"IAK,JML",,,,
BEF.HAL.2006.011,HAL,BEF.HAL.010,,5/31/2006,1/0/1900 12:23,1/0/1900 12:26,S,151,5,2006,2,65,SECONDS,BEF,NAF,,,,,,,,,,12.5,,,,,,JMR,"IAK,JML",,,,
BEF.HAL.2006.012,HAL,BEF.HAL.011,,5/31/2006,1/0/1900 12:28,1/0/1900 12:34,S,151,5,2006,3,139,SECONDS,BEF,NAF,,,,,,,,,,12.5,,,,,,JMR,"IAK,JML",,,,
BEF.HAL.2006.013,HAL,BEF.HAL.012,,5/31/2006,1/0/1900 12:35,1/0/1900 12:50,S,151,5,2006,4,380,SECONDS,BEF,NAF,,,,,,,,,,12.5,,,,,,JMR,"IAK,JML",,,,
BEF.HAL.2006.014,HAL,BEF.HAL.013,,5/31/2006,1/0/1900 12:50,1/0/1900 1:10,S,151,5,2006,5,577,SECONDS,BEF,NAF,,,,,,,,,,12.5,,,,,,JMR,"IAK,JML",,,,
BEF.HAL.2006.015,HAL,BEF.HAL.014,,5/31/2006,1/0/1900 1:10,1/0/1900 1:25,S,151,5,2006,6,317,SECONDS,BEF,NAF,,,,,,,,,,12.5,,,,,,JMR,"IAK,JML",,,,
