YSAMP_N,FISH_N,Sample_ID,AIREY_N,GEN_N,ORDER,FAMILY,GENUS,SPECIES,TAXA,CODE,LENGTH,WEIGHT,OTOLITH.WEIGHT,SIA_PREPPED,X,FIN,BLOOD,GUT,HEAD,OTOLITH,MAXILLA,OPERCULAR,TISS_SAMP,DRY_W,GONAD,DISEASE,PIC,ARCH,ARCH_N,REMOVED,DEAD,MOLT_S,PANEL_N,COMMENTS.x,OLD_YSAMP_N,STATUS,TAG_CLAR,TAG_MIGR,TAG_FRAG,TAG_CLAR_SHRD,TAG_MIGR_SHRD,TAG_FRAG_SHRD,STK_N,ORIGIN,STR,YR_CL,AGE,AGE_TECH,AGED_BY,X.1,WATER,SITE_N,DATE_SET,DATE_COL,TIME_START,TIME_END,SEASON,DAY_N,MONTH,YEAR,DSAMP_N,EFFORT,EFFORT_UNIT,GEAR,GEAR_CODE,GEAR_CODE2,NET_N,NET_LEN,NET_HGT,TEMP_SAMP,CONDUCTIVITY,DEPTH,DEPTH_MAX,DEPTH_MIN,CL_COVER,DRIVER,CREW,NUMBER_ANGLERS,ANGLER_NAMES,ANGLER_HOURS,ANGLER_TRIPS,ANGLER_LOC,PROJECT,COMMENTS.y,SHB_N,REACH_LENGTH,COMMENTS.1,RUN,sample_weight_mg,N2_AMP,N_percent,d15N,CO2_AMP,C_percent,d13C,CO2_Area,d18OVPDB
MWT.LOP.2021.089,CC.LOP.082121.MWT.012,MA-21-213,213,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,65,2.3,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LOP,2B,8/21/2021,8/21/2021,15:57,16:34,SUMMER,21,8,2021,19,0.62,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,1.008,"4,380",13.95,6.44,"2,268",48.05,-26.56,,NA
MWT.LOP.2021.093,CC.LOP.082121.MWT.014,MA-21-214,214,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,75,4,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LOP,2C,8/20/2021,8/21/2021,16:30,16:45,SUMMER,21,8,2021,23,24.25,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,1.103,"4,868",13.97,6.98,"2,417",46.67,-26.25,,NA
MWT.LOP.2021.089,GS.LOP.082121.MWT.006,MA-21-215,215,,CYPRINIFORMES ,LEUCISCIDAE,NOTEMIGONUS,CRYSOLEUCAS,GOLDEN SHINER ,GS,74,4,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LOP,2B,8/21/2021,8/21/2021,15:57,16:34,SUMMER,21,8,2021,19,0.62,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,1.053,"4,288",13.02,8.03,"2,273",46,-26.63,,NA
MWT.LOP.2021.089,FHM.LOP.082121.MWT.004,MA-21-216,216,,CYPRINIFORMES,LEUCISCIDAE,PIMEPHALES,PROMELAS,FATHEAD MINNOW,FHM,60,1.7,,NA,,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LOP,2B,8/21/2021,8/21/2021,15:57,16:34,SUMMER,21,8,2021,19,0.62,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,0.945,"4,176",14.15,4.47,"2,120",47.56,-30.27,,NA
MWT.LOP.2021.089,GS.LOP.082121.MWT.007,MA-21-217,217,,CYPRINIFORMES ,LEUCISCIDAE,NOTEMIGONUS,CRYSOLEUCAS,GOLDEN SHINER ,GS,75,3.3,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LOP,2B,8/21/2021,8/21/2021,15:57,16:34,SUMMER,21,8,2021,19,0.62,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,1.1,"4,871",14.14,4.43,"2,453",47.51,-30.21,,NA
MWT.LOP.2021.096,BK.LOP.082121.MWT.003,MA-21-218,218,,CYPRINODONTIFORMES,FUNDULIDAE,FUNDULUS,DIAPHANUS,BANDED KILLIFISH,BK,NA,1.1,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LOP,2B,8/20/2021,8/21/2021,16:30,16:57,SUMMER,21,8,2021,26,24.45,HOURS,MWT,MPT,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,0.968,"4,148",13.76,6.52,"2,126",46.61,-26.9,,NA
MWT.LOP.2021.093,BK.LOP.082121.MWT.002,MA-21-219,219,,CYPRINODONTIFORMES,FUNDULIDAE,FUNDULUS,DIAPHANUS,BANDED KILLIFISH,BK,66,2.5,,NA,,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LOP,2C,8/20/2021,8/21/2021,16:30,16:45,SUMMER,21,8,2021,23,24.25,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,1.067,"4,463",13.37,6.09,"2,274",45.36,-26.4,,NA
MWT.LOP.2021.096,BK.LOP.082121.MWT.004,MA-21-220,220,,CYPRINODONTIFORMES,FUNDULIDAE,FUNDULUS,DIAPHANUS,BANDED KILLIFISH,BK,NA,0.9,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LOP,2B,8/20/2021,8/21/2021,16:30,16:57,SUMMER,21,8,2021,26,24.45,HOURS,MWT,MPT,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,0.938,"4,134",14.14,6.45,"2,069",46.66,-26.94,,NA
MWT.TPP.2021.107,GS.TPP.082221.MWT.005,MA-21-221,221,,CYPRINIFORMES ,LEUCISCIDAE,NOTEMIGONUS,CRYSOLEUCAS,GOLDEN SHINER ,GS,59,1.3,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,1C,8/22/2021,8/22/2021,14:00,14:39,SUMMER,22,8,2021,6,0.65,HOURS,MWT,MESH,,"MEA, DAW, NSL",TRAP OPEN,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,1.137,"5,015",14.09,7.4,"2,423",45.39,-30.74,,NA
MWT.TPP.2021.101,CC.TPP.082221.MWT.011,MA-21-222,222,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,75,3.6,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,1B,8/21/2021,8/22/2021,9:23,13:53,SUMMER,21,8,2021,4,16.5,HOURS,MWT,MPT,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,1.074,"4,743",14.03,6.14,"2,304",45.35,-26.95,,NA
MWT.TPP.2021.120,GS.TPP.082221.MWT.017,MA-21-223,223,,CYPRINIFORMES ,LEUCISCIDAE,NOTEMIGONUS,CRYSOLEUCAS,GOLDEN SHINER ,GS,110,9.4,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,1B,8/22/2021,8/22/2021,14:54,15:40,SUMMER,22,8,2021,19,0.77,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,1.129,"5,001",14.12,6.51,"2,403",45.2,-27.97,,NA
MWT.TPP.2021.125,GS.TPP.082221.MWT.019,MA-21-225,225,,CYPRINIFORMES ,LEUCISCIDAE,NOTEMIGONUS,CRYSOLEUCAS,GOLDEN SHINER ,GS,67,2.6,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,1A,8/22/2021,8/22/2021,15:45,16:05,SUMMER,22,8,2021,24,1.05,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,1.008,"4,420",14.09,7.66,"2,192",46.14,-31.37,,NA
MWT.TPP.2021.111,GS.TPP.082221.MWT.012,MA-21-226,226,,CYPRINIFORMES ,LEUCISCIDAE,NOTEMIGONUS,CRYSOLEUCAS,GOLDEN SHINER ,GS,62,2.4,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,1B,8/22/2021,8/22/2021,14:00,14:54,SUMMER,22,8,2021,10,0.9,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,0.949,"4,196",14.08,7.94,"2,122",47.25,-31.92,,NA
MWT.TPP.2021.111,GS.TPP.082221.MWT.011,MA-21-227,227,,CYPRINIFORMES ,LEUCISCIDAE,NOTEMIGONUS,CRYSOLEUCAS,GOLDEN SHINER ,GS,65,2.3,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,1B,8/22/2021,8/22/2021,14:00,14:54,SUMMER,22,8,2021,10,0.9,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,1.074,"4,385",13.84,7.53,"2,235",46.01,-32.06,,NA
MWT.TPP.2021.101,CC.TPP.082221.MWT.012,MA-21-228,228,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,73,3.6,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,1B,8/21/2021,8/22/2021,9:23,13:53,SUMMER,21,8,2021,4,16.5,HOURS,MWT,MPT,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,1.083,"4,594",14.05,6.53,"2,298",46,-27.54,,NA
MWT.TPP.2021.119,GS.TPP.082221.MWT.016,MA-21-229,229,,CYPRINIFORMES ,LEUCISCIDAE,NOTEMIGONUS,CRYSOLEUCAS,GOLDEN SHINER ,GS,67,1.9,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,1C,8/22/2021,8/22/2021,15:00,15:39,SUMMER,22,8,2021,18,0.65,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,0.948,"4,178",14.25,7.72,"2,099",47.15,-31.92,,NA
MWT.TPP.2021.101,NRD.TPP.082221.MWT.001,MA-21-231,231,,CYPRINIFORMES,LEUCISCIDAE,CHROSOMUS,EOS,N. REDBELLY DACE,NRD,52,1.5,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,1B,8/21/2021,8/22/2021,9:23,13:53,SUMMER,21,8,2021,4,16.5,HOURS,MWT,MPT,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,1.02,"4,472",13.96,7.41,"2,285",47.42,-29.11,,NA
MWT.TPP.2021.101,NRD.TPP.082221.MWT.004,MA-21-232,232,,CYPRINIFORMES,LEUCISCIDAE,CHROSOMUS,EOS,N. REDBELLY DACE,NRD,44,1.3,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,1B,8/21/2021,8/22/2021,9:23,13:53,SUMMER,21,8,2021,4,16.5,HOURS,MWT,MPT,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,2,1.007,"4,417",14.05,7.52,"2,229",46.91,-29.83,,NA
MWT.TPP.2021.104,BND.TPP.082221.MWT.001,MA-21-233,233,,CYPRINOFORMES,LEUCISCIDAE,RHINICHTHYS,ATRATULUS,E. BLACKNOSE DACE,BND,51,1.8,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,1A,8/22/2021,8/22/2021,13:48,14:17,SUMMER,22,8,2021,3,0.48,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,1.015,"4,459",13.66,6.81,"2,223",45.58,-29.28,,NA
MWT.TPP.2021.116,NRD.TPP.082221.MWT.007,MA-21-234,234,,CYPRINIFORMES,LEUCISCIDAE,CHROSOMUS,EOS,N. REDBELLY DACE,NRD,50,1.1,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,1A,8/22/2021,8/22/2021,14:00,15:02,SUMMER,22,8,2021,15,1.3,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,0.941,"4,097",13.59,6.56,"2,218",49.18,-28.54,,NA
MWT.TPP.2021.107,GS.TPP.082221.MWT.006,MA-21-235,235,,CYPRINIFORMES ,LEUCISCIDAE,NOTEMIGONUS,CRYSOLEUCAS,GOLDEN SHINER ,GS,55,1.4,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,1C,8/22/2021,8/22/2021,14:00,14:39,SUMMER,22,8,2021,6,0.65,HOURS,MWT,MESH,,"MEA, DAW, NSL",TRAP OPEN,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,0.981,"4,311",13.61,7.28,"2,185",46.32,-28.35,,NA
MWT.TPP.2021.101,NRD.TPP.082221.MWT.005,MA-21-236,236,,CYPRINIFORMES,LEUCISCIDAE,CHROSOMUS,EOS,N. REDBELLY DACE,NRD,43,0.8,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,1B,8/21/2021,8/22/2021,9:23,13:53,SUMMER,21,8,2021,4,16.5,HOURS,MWT,MPT,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,1.028,"4,656",13.95,7.08,"2,324",47.02,-31.35,,NA
MWT.TPP.2021.098,CC.TPP.082221.MWT.009,MA-21-237,237,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,66,2.9,,NA,,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,1A,8/21/2021,8/22/2021,9:23,13:48,SUMMER,21,8,2021,1,16.3,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,0.909,"4,004",13.65,7.53,"2,034",46.24,-29.35,,NA
MWT.TPP.2021.124,GS.TPP.082221.MWT.018,MA-21-238,238,,CYPRINIFORMES ,LEUCISCIDAE,NOTEMIGONUS,CRYSOLEUCAS,GOLDEN SHINER ,GS,65,2,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,1C,8/22/2021,8/22/2021,15:30,15:56,SUMMER,22,8,2021,23,0.43,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,0.946,"4,302",13.98,5.75,"2,139",46.76,-27.96,,NA
MWT.TPP.2021.104,BND.TPP.082221.MWT.002,MA-21-239,239,,CYPRINOFORMES,LEUCISCIDAE,RHINICHTHYS,ATRATULUS,E. BLACKNOSE DACE,BND,43,1.1,,NA,,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,1A,8/22/2021,8/22/2021,13:48,14:17,SUMMER,22,8,2021,3,0.48,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,0.975,"4,523",14.29,8,"2,256",47.94,-31.74,,NA
MWT.TPP.2021.099,CC.TPP.082221.MWT.010,MA-21-240,240,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,56,1.5,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,1A,8/21/2021,8/22/2021,9:23,13:48,SUMMER,21,8,2021,2,16.3,HOURS,MWT,MPT,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,1.007,"4,548",13.92,7.12,"2,334",48.21,-29.98,,NA
MWT.TPP.2021.101,CC.TPP.082221.MWT.013,MA-21-241,241,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,49,1.6,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,1B,8/21/2021,8/22/2021,9:23,13:53,SUMMER,21,8,2021,4,16.5,HOURS,MWT,MPT,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,1.044,"4,766",13.97,9.75,"2,411",47.98,-28.43,,NA
MWT.TPP.2021.101,NRD.TPP.082221.MWT.006,MA-21-242,242,,CYPRINIFORMES,LEUCISCIDAE,CHROSOMUS,EOS,N. REDBELLY DACE,NRD,42,0.8,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,1B,8/21/2021,8/22/2021,9:23,13:53,SUMMER,21,8,2021,4,16.5,HOURS,MWT,MPT,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,1.034,"4,718",14.02,8.56,"2,345",47.08,-26.55,,NA
MWT.TPP.2021.101,CC.TPP.082221.MWT.014,MA-21-243,243,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,45,0.8,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,1B,8/21/2021,8/22/2021,9:23,13:53,SUMMER,21,8,2021,4,16.5,HOURS,MWT,MPT,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,1.072,"4,847",13.82,7.46,"2,460",47.78,-29.29,,NA
MWT.TPP.2021.101,NRD.TPP.082221.MWT.002,MA-21-244,244,,CYPRINIFORMES,LEUCISCIDAE,CHROSOMUS,EOS,N. REDBELLY DACE,NRD,43,1,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,1B,8/21/2021,8/22/2021,9:23,13:53,SUMMER,21,8,2021,4,16.5,HOURS,MWT,MPT,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,0.954,"4,341",13.92,6.11,"2,180",47.25,-29.09,,NA
MWT.TPP.2021.101,NRD.TPP.082221.MWT.003,MA-21-245,245,,CYPRINIFORMES,LEUCISCIDAE,CHROSOMUS,EOS,N. REDBELLY DACE,NRD,39,0.7,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,1B,8/21/2021,8/22/2021,9:23,13:53,SUMMER,21,8,2021,4,16.5,HOURS,MWT,MPT,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,0.997,"4,605",14.12,7.33,"2,302",47.96,-30.22,,NA
MWT.TPP.2021.088,GS.TPP.082121.MWT.003,MA-21-246,246,,CYPRINIFORMES ,LEUCISCIDAE,NOTEMIGONUS,CRYSOLEUCAS,GOLDEN SHINER ,GS,72,3.4,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,2C,8/20/2021,8/21/2021,15:30,11:23,SUMMER,21,8,2021,15,19.88,HOURS,MWT,MESH ,,"MEA, DAW, NSL",HOLE IN NET,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,0.968,"4,501",14.15,6.53,"2,180",46.31,-31.37,,NA
MWT.TPP.2021.082,CC.TPP.082121.MWT.003,MA-21-247,247,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,153,34.1,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,3B,8/20/2021,8/21/2021,15:05,10:40,SUMMER,21,8,2021,9,18.87,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,1.139,"5,373",14.37,7.69,"2,544",46.5,-28.43,,NA
MWT.TPP.2021.082,GS.TPP.082121.MWT.002,MA-21-248,248,,CYPRINIFORMES ,LEUCISCIDAE,NOTEMIGONUS,CRYSOLEUCAS,GOLDEN SHINER ,GS,76,3.2,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,3B,8/20/2021,8/21/2021,15:05,10:40,SUMMER,21,8,2021,9,18.87,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,1.071,"4,966",14.16,7.69,"2,420",46.95,-30.43,,NA
MWT.TPP.2021.088,NPD.TPP.082121.MWT.001,MA-21-249,249,,CYPRINIFORMES,LEUCISCIDAE,MARGARISCUS ,"NACHTRIEBI",NORTHERN PEARL DACE,NPD,59,1.7,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,2C,8/20/2021,8/21/2021,15:30,11:23,SUMMER,21,8,2021,15,19.88,HOURS,MWT,MESH ,,"MEA, DAW, NSL",HOLE IN NET,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,0.996,"4,643",14.27,7.11,"2,301",47.74,-31.54,,NA
MWT.TPP.2021.084,NRD.TPP.082121.MWT.001,MA-21-250,250,,CYPRINIFORMES,LEUCISCIDAE,CHROSOMUS,EOS,N. REDBELLY DACE,NRD,NA,2.2,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,TPP,3C,8/20/2021,8/21/2021,15:12,10:47,SUMMER,21,8,2021,11,19.58,HOURS,MWT,MESH,,"MEA, DAW, NSL",,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,1.043,"4,836",14.16,4.84,"2,440",48.57,-32.4,,NA
