POND #,PONDNAME,DATE,"LONG (NAD83,DD)","LAT (NAD83,DD)",SO4 (mg L-1),NO3 (mg L-1),Cl (mg L-1),F (mg L-1),ANC (µeq L-1),DIC (mg L-1),DOC (mg L-1),TOTAL P1 (mg L-1),TOTAL P2 (mg L-1),SIO2 (mg L-1),Ca (mg L-1),Mg (mg L-1),Na (mg L-1),K (mg L-1),NH4 (mg L-1),TDAl (µg L-1),TAl (µg L-1),Fe (mg L-1),Mn (mg L-1),Pb (mg L-1),Zn (mg L-1),FIELDPH,LAB_pH,AIR_EQ_pH,TRUCOLOR (PtCo),SCONDUCT (µmhos cm-1)
040154,SILVER DAWN LAKE,7/16/1986,75.19158333,44.07506389,4.51,0.04,0.25,0.074,15.1,1,5.9,0.009,0.007,0.2,1.14,0.43,0.38,0.26,0.07,134,,0.168,0.04,0,0.009,5.4,5.51,5.64,30,17.6
040161,ROUND LAKE,7/25/1984,75.17547222,44.11339722,6.01,0,0.29,0.161,10.6,0.29,4.9,0.009,0.008,0,1.82,0.31,0.48,0.27,0,141,,0.163,0.097,,,5.32,5.66,5.54,35,17.7
040162,LONG LAKE,7/16/1986,75.15575,44.11228611,5.18,0.1,0.24,0.162,8.1,0.63,3.6,0.004,0.003,1.8,1.51,0.29,0.48,0.19,0,137,,0.046,0.041,0,0.01,5.48,5.67,5.62,15,20
040164,LANES POND,7/31/1986,75.22241111,43.99812222,4.67,0.01,0.24,0.095,-10.1,0.51,4.9,0.035,0.085,0.2,1.32,0.27,0.37,0.21,0.02,183,,0.054,0.038,0,0.018,4.79,4.79,4.78,25,21.9
040166,MOULDY POND,7/16/1986,75.17741389,44.05978611,3.63,0,0.31,0.166,49.4,6.93,6.5,0.018,0.016,1.9,1.43,0.32,0.48,0.33,0.03,50,,0.117,0.005,0,0.002,6.08,6.08,6.28,35,17.9
040167,LITTLE MOULDY POND,7/16/1986,75.17269167,44.06478611,3.85,0,0.29,0.099,-5.4,2.04,8.9,0.023,,0.2,0.96,0.21,0.33,0.3,0.02,199,,0.62,0.036,0,0.01,4.78,4.83,4.85,80,20.4
040168,MULLINS FLOW,7/16/1986,75.15241389,44.073675,4.22,0,0.16,0.077,-6.2,0.79,12.7,0.025,0.017,3.6,1.4,0.4,0.3,0.2,0,601,,0.625,0.081,0,0.017,4.57,4.63,4.63,80,24.5
040170,UNNAMED POND,8/7/1985,75.12880278,44.06561944,2.22,0.09,0.35,0.167,42.2,0.92,20,0.051,0.06,8.1,2.03,0.43,1.09,0.44,0.01,,1110,1.73,0.064,0.001,0.012,5.08,5.6,5.48,350,20.6
040171,WOLF POND,8/2/1985,75.11491111,44.03700833,3.56,0,0.25,0.145,,0.63,12,0.032,0.025,2.6,1.79,0.29,0.64,0.18,0.03,,405,0.882,0.045,0,0.007,5.93,5.54,5.66,120,18
040173,MASSAWEPIE POND,8/7/1985,75.0863,44.02811944,3.69,0,0.58,0.162,82.3,1.41,,0.038,0.044,4.9,2.45,0.54,1.6,0.44,0,,2350,0.52,0.048,0.001,0.002,5.54,6.37,6.73,120,24.4
040179,KELLY POND,8/7/1985,75.05518889,44.00561944,4.45,0,0.22,0.18,4.3,1.16,,0.032,0.03,4.7,1.65,0.35,0.57,0.27,0,,300,0.59,0.051,0.001,0.007,4.89,5.19,5.21,150,19.6
040180,UNNAMED POND,8/20/1986,75.05796389,43.97034167,2.91,0,0.3,0.028,-46.5,2.66,16,0.027,0.017,2.1,0.65,0.14,0.36,0.27,0,507,,0.657,0.034,0,0.029,4.28,4.34,4.35,180,24.6
040181,GREGG LAKE,8/14/1986,75.06685278,43.96423333,4.04,0.08,0.26,0.078,-10.9,2.35,10.9,0.007,0.008,3.7,1.04,0.23,0.48,0.25,0.03,298,,0.858,0.05,0,0.01,4.6,4.66,4.66,140,23.3
040184,GREEN POND,8/23/1984,75.05796389,43.96228611,3.99,,0.29,0.037,-32.9,0.86,4.8,0.028,0.013,0,0.65,0.13,0.27,0.27,0.02,203,,0.134,0.026,,,4.78,4.53,4.53,25,21.7
040185,TWIN PONDS,7/25/1985,75.04768611,43.95728611,4.83,0,0,0.056,-38.8,0.44,6.7,0.018,0.019,0.2,0.68,0.13,0.33,0.01,0,,295,0.304,0.019,0.001,0.011,4.38,4.45,4.44,55,25.3
040186,LOON HOLLOW POND,7/25/1985,75.04490833,43.96145278,4.87,0.22,0.27,0.036,-22,0.44,3.7,0.004,0.004,0.4,0.78,0.14,0.34,0.27,0.02,,435,0.06,0.038,0.002,0.014,4.51,4.61,4.58,10,25.2
040187,BRINDLE POND,7/25/1985,75.04990833,43.99534167,4.27,0,0.29,0.149,121,2.2,6.3,0.019,0.02,5.5,2.87,0.63,0.88,0.54,0.06,,93,1.49,0.02,0.003,0.003,6.47,6.61,7.16,110,26.3
040188,GRASS POND,8/2/1985,75.04407778,43.998675,4.29,0,0.22,0.093,6.6,0.72,9.3,0.031,,1.5,1.17,0.25,0.58,0.33,0,,275,0.496,0.024,0,0.011,4.64,5.18,5.22,70,17.7
040189,ROCK LAKE,7/26/1984,75.01796667,44.01061944,5.03,0,0.28,0.09,-22.1,0.41,3,0.013,0.021,1.6,1.36,0.24,0.34,0.37,0,117,,0.044,0.053,,,4.75,4.9,4.97,25,19.4
040190,EMERALD LAKE,7/26/1984,75.02074444,44.02284167,7.46,0,0.39,0.082,-1.8,0.75,11.2,0.017,0.016,0.5,1.21,0.26,0.47,0.49,0.05,360,,0.71,0.036,,,4.61,4.74,4.71,70,24.4
040191,SAND LAKE,7/26/1984,75.01046667,44.01061944,5.68,0.15,0.28,0.108,-4.9,0.3,4.4,0.004,0.004,2.9,1.69,0.34,0.5,0.34,0.03,280,,0.252,0.053,,,4.99,5.12,5.14,30,25.3
040192,SITZ POND,7/30/1984,74.99713056,43.99534167,5.73,0.01,0.18,0.095,-23.1,0.12,4.7,0.005,0.004,0,1.04,0.2,0.35,0.29,0.01,314,,0.066,0.03,,,4.5,4.63,4.61,20,24.9
040194,UNNAMED POND,7/25/1985,75.02601944,43.95839722,2.69,0,0.82,0.039,-10.7,1.55,18,0.018,0.017,1.7,0.63,0.14,0.35,0.57,0.04,,1080,2.66,0.034,0.01,0.019,5.17,4.74,4.67,300,20.4
040195,MUSKRAT POND,7/25/1985,75.03463056,43.94478611,5.23,0,0.13,0.057,-36.9,0.51,5.1,0.008,0.008,0.1,0.78,0.14,0.28,0.12,0,,395,0.099,0.031,0.001,0.004,4.34,4.43,4.42,20,26.2
040196,BEAR POND,7/24/1985,75.00990833,43.958675,5.66,0.4,0.21,0.039,-25.3,0.33,2.7,0.001,0.002,0.9,0.86,0.15,0.27,0.21,0.02,,515,0.035,0.037,0,0.018,4.46,4.48,4.47,10,28.6
040197,DIANA POND,7/24/1985,75.00574167,43.95478611,6.07,0.38,0.29,0.045,-18.7,0.32,2.4,0.002,0.002,0.6,0.92,0.15,0.27,0.18,0.05,,575,0.036,0.032,0,0.022,4.55,4.61,4.58,5,26.9
040198,LOWER SOUTH POND,8/23/1984,75.01240833,43.98173056,6.28,0.05,0.08,0.07,-25.2,0.53,2.2,0.009,0.004,0,0.82,0.18,0.27,0.15,0.09,274,,0.089,0.028,,,4.61,4.61,4.6,5,23
040199,MIDDLE SOUTH POND,8/23/1984,75.01601944,43.98395278,6.65,0.13,0.29,0.057,-18.9,0.46,2.2,0.02,0.008,0,1,0.2,0.31,0.29,0.21,192,,0.119,0.038,,,4.77,4.72,4.72,10,23.5
040200,UPPER SOUTH POND,8/23/1984,75.02324167,43.98978611,6.23,0.11,0.16,0.075,-24.5,0.55,4,0.005,0.005,0,0.95,0.18,0.34,0.25,0.04,363,,0.092,0.037,,,4.64,4.65,4.62,20,23.5
040201,UNNAMED POND,7/30/1984,74.99018611,43.96811944,5.19,0,0.18,0.051,-16.9,0.12,4.6,0.008,0.007,1.4,1.01,0.21,0.43,0.22,,358,,0.144,0.03,,,4.64,4.72,4.69,35,22.5
040202,UNNAMED POND,7/30/1984,74.98296389,43.99006389,5.77,0.01,0.24,0.049,-31.2,0.8,5.1,0.008,0.008,0.4,0.99,0.2,0.3,0.28,0.07,240,,0.088,0.026,,,4.5,4.53,4.51,35,27.3
040203,UNNAMED POND,7/30/1984,74.97990833,43.96589722,5.79,0.08,0.24,0.055,-19,0.24,1,0.003,0.003,0.9,0.93,0.18,0.3,0.25,0.07,222,,0.072,0.03,,,4.6,4.65,4.62,5,24.5
040204,UNNAMED POND,7/30/1984,74.979075,43.97534167,4.71,0,0.19,0.078,-28.5,0.38,9,0.019,0.024,1.4,0.98,0.19,0.16,0.15,,346,,0.74,0.023,,,4.48,4.52,4.49,90,24.8
040205,UNNAMED POND,7/30/1984,74.96629722,43.98534167,6.8,0.2,0.24,0.061,-20.1,0.24,0.7,0.003,0.002,0.2,1.18,0.22,0.31,0.29,0.05,342,,0.039,0.034,,,4.56,4.68,4.67,5,27.2
040206,UNNAMED POND,7/30/1984,74.966575,43.993675,5.84,0,0.16,0.042,-64.8,0.27,9.3,0.009,0.01,0.1,0.75,0.15,0.28,0.02,0,330,,0.124,0.023,,,4.17,4.23,4.22,55,36.1
040208,UNNAMED POND,7/30/1984,74.95796389,43.98311944,4.98,0,0.16,0.055,-33.9,0.77,6.6,0.011,0.01,0.6,0.89,0.18,0.3,0.27,0.07,316,,0.225,0.027,,,4.43,4.5,4.48,60,26.4
040209,UNNAMED POND,7/30/1984,74.96046389,43.98311944,7.53,0,0.27,0.073,2.7,0.55,4.9,0.024,0.296,0.9,1.36,0.28,0.44,0.31,,345,,0.202,0.044,,,5.18,5.3,5.32,35,26.2
040210,WILLYS LAKE (HORSESHOE),7/30/1984,74.95518333,43.97228611,6.15,0.28,0.26,0.082,-11,0.1,1.7,0.003,0.002,1.3,1.33,0.21,0.36,0.32,0.02,380,,0.032,0.05,,,4.67,4.74,4.73,5,26.1
040211,UNNAMED POND,7/30/1985,74.95296111,43.97950833,2.49,0,0.87,0.049,-13.2,0.71,15.9,0.027,0.031,2.4,0.88,0.22,0.46,1.03,0.02,,1060,1.135,0.005,0.002,0.009,4.57,4.64,4.62,175,22.3
040212,UNNAMED POND,7/30/1985,74.94296111,43.97756389,4.5,0,0.12,0.042,-15.2,0.57,9,0.031,,1.2,0.99,0.15,0.41,0.42,0,,1160,0.283,0.047,0.001,0.005,4.61,4.69,4.67,60,20.7
040213,UNNAMED POND,7/30/1985,74.94129444,43.97589722,5.66,0,0.14,0.047,-28,0.31,4.6,0.005,0.005,0,1,0.17,0.36,0.23,0,,255,0.064,0.067,0.001,0.009,4.49,4.57,4.54,15,24.6
040214,WALKER POND,7/30/1984,74.94129444,43.973675,6.18,0.25,0.26,0.063,-11.9,0.12,0.2,0.002,0.002,1.2,1.21,0.2,0.32,0.3,0.07,330,,0.042,0.086,,,4.71,4.8,4.77,5,24.5
040218,TWIN POND WEST,7/30/1986,75.23102222,43.99062222,3.35,0,0.27,0.068,-27.2,1.75,12.1,0.021,0.028,1.2,0.89,0.22,0.33,0.22,0.01,247,,0.345,0.045,0.002,0.018,4.42,4.51,4.51,40,23.9
040219,TWIN POND EAST,7/30/1986,75.22574444,43.9884,3.5,0.01,0.26,0.059,-26.5,1.7,11.9,,0.018,2.3,0.92,0.23,0.33,0.26,,372,,0.345,0.049,0.002,0.036,4.42,4.52,4.5,90,22.9
040219A,LONG LEVEL POND,7/29/1985,75.25463611,44.00562222,4.67,0.11,0.31,0.118,59.8,1.31,,0.013,0.012,5,2.42,0.44,0.85,0.38,0.04,,275,0.462,0.039,0.001,0.02,6.14,6.4,6.77,80,23.4
040227,MUD POND,7/29/1985,75.23435556,43.97534444,4.5,0.06,0.25,0.114,26.3,0.63,9.3,0.012,0.012,3.7,1.82,0.32,0.72,0.29,0.02,,280,0.471,0.053,0,0.016,5.47,5.59,5.72,100,19
040228,FRENCH POND,7/30/1986,75.22852222,43.9759,2.74,0.02,0.2,0.012,-26.3,0.52,2.4,0.015,0.019,0,0.4,0.14,0.13,0.18,0.01,12,,0.062,0.027,0.001,0.004,4.62,4.65,4.62,10,16.2
040230,CLEAR POND,7/30/1986,75.22407778,43.98228889,2.6,0.02,0.26,0.012,313.5,3.8,6.1,,0.018,0,5.94,0.56,0.07,0.32,0.01,18,,0.015,0.001,0,0.002,6.99,7.45,7.36,10,33.8
040231,ROCK POND,7/30/1986,75.20018889,43.99534444,3.42,0.04,0.28,0.097,9.6,0.66,11.2,0.018,0.019,3.7,1.32,0.29,0.56,0.19,0.02,363,,0.534,0.056,0.001,0.012,5.23,5.12,5.09,160,18.9
040232,TROUT POND,7/30/1986,75.19463333,43.99784444,3.3,0.03,0.25,0.11,10.9,1.59,13.4,0.024,0.026,4,1.42,0.28,0.51,0.18,0.01,394,,0.632,0.054,0,0.011,5.13,5.03,5.05,160,20
040233,LITTLE DEER POND,7/29/1985,75.18796667,44.01395556,4.47,0,0.11,0.14,36.3,1.29,8.8,0.017,0.015,0.9,1.8,0.36,0.7,0.18,0.01,,172,0.24,0.029,0.011,0.004,5.52,5.88,6.06,70,18.3
040234A,UNNAMED POND,7/16/1986,75.17213333,44.01201111,3.35,0,0.2,,37.5,0.61,10.8,0.028,0.024,2.1,1.65,0.3,0.79,0.08,0,305,,0.369,0.07,0,0.008,5.63,5.74,6.13,90,19
040235,UNNAMED POND,7/16/1986,75.17185556,44.01895556,3.5,0.02,0.21,0.1,,0.62,15.7,,0.028,3.4,1.17,0.22,0.46,0.08,0,438,,1.072,0.051,0,0.012,4.79,4.79,4.77,150,21.3
040237,LONG POND,7/30/1986,75.19213333,43.99367778,3.57,0.05,0.26,0.092,6.3,0.56,11.3,0.025,0.018,4.3,1.3,0.29,0.55,0.2,0.03,304,,0.646,0.053,0,0.013,5.21,5.08,5.03,120,19.9
040238,ROUND POND,7/30/1986,75.19324444,43.98645556,3.08,0.03,0.28,0.095,6.5,0.98,16.2,0.026,,5,1.34,0.29,0.52,0.22,0.03,444,,1.052,0.06,0,0.016,4.98,4.91,4.9,160,20.7
040240,DESERT POND,7/29/1985,75.13407778,44.01617778,2.53,0,0.26,0.048,23.8,2.19,23.9,0.021,0.022,4.4,1.66,0.29,0.76,0.3,0.12,,505,1.64,0.005,0.003,0.011,4.97,5.21,5.04,300,20
040245,JAKES POND,8/21/1984,75.12435556,43.97923333,3.38,0,0.13,0.057,-20.3,0.81,3.9,0.014,0.017,0,0.71,0.14,0.34,0.26,0.01,100,,0.166,0.04,,,4.5,4.7,4.7,25,18.9
040246,BUCK POND,7/25/1985,75.0688,43.99534167,5.46,0.05,0.19,0.097,27.6,1.3,7.3,0.011,0.012,0.3,2.04,0.5,0.55,0.37,0.03,,140,0.71,0.044,0.003,0.008,5.62,5.56,6.08,100,21.7
040247,HOG POND,7/25/1985,75.06768611,43.98756389,3.19,0,0.15,0.106,28.5,2.55,17.6,0.081,0.078,3.7,1.6,0.33,0.58,0.39,0.17,,235,1.74,0.046,0.004,0.009,5.34,5.17,5.32,300,19.4
040256,PARTLOW POND,8/23/1985,75.13020278,44.26311667,5.05,0,0.55,0.182,447.5,5.66,7.2,0.02,0.008,4.6,8.24,1.77,1.13,0.3,,,15,0.217,0.025,0,0.009,6.79,7.29,7.69,50,59.7
040260,UNNAMED POND,8/23/1985,75.19881667,44.26922778,13.09,0.29,2,0.143,228.9,2.94,3.9,0.01,0.011,5.7,7.28,1.26,2.64,0.59,,,62,0.262,0.063,0,0.007,6.5,7.19,7.39,25,67.2
040261,UNNAMED POND,8/23/1985,75.19214722,44.26617222,12.54,0.29,2.03,0.144,232.1,2.93,4.3,0.009,0.009,6,7.31,1.2,2.78,0.61,,,73,0.264,0.05,0,0.006,6.84,7.32,7.43,25,68.2
040262,TITUS POND,7/30/1986,75.15436944,44.24200556,2.38,0.04,0.28,0.026,-12.4,0.42,5.4,0.019,0.019,0.2,0.42,0.19,0.07,0.25,0.52,3,,0.066,0.046,0,0.005,4.6,4.84,4.8,20,14.3
040264,DODGE POND,7/16/1986,75.10908889,44.25311667,2.75,0,0.24,0.171,230.7,3.67,12.2,0.02,0.019,3.8,4.5,0.82,0.58,0.3,0,59,,0.456,0.04,0,0,7.06,6.76,7.42,113,36.9
040265,FLAT ROCK RESERVOIR,8/23/1985,75.07325278,44.22172778,12.5,0.2,1.54,0.126,223.7,3.09,4,0.012,0.012,5.1,6.92,1.05,2.5,0.55,,,83,0.284,0.038,0,0.004,6.58,6.97,7.36,30,63.8
040267,TWIN LAKE NORTH,8/23/1985,75.04269444,44.17423056,8.14,0,15.31,0.137,537,5.91,2.3,0.02,0.008,10.1,10.49,2.74,8.18,0.96,,,21,0.055,0.012,0,0.001,7.94,8.95,7.57,10,116.9
040268,TWIN LAKE SOUTH,7/16/1986,75.04491667,44.17034167,9.91,,16.27,0.12,553,5.25,2,0.024,0.012,7.8,10.04,2.7,10.14,1.18,0,10,,0.064,0.032,0,0,7.09,7.69,7.74,5,141.3
040279,READWAY POND,8/2/1984,75.05075,44.15145278,5.02,0,1.31,0.05,68.7,0.94,3.4,0.027,,1.9,2.4,0.84,0.65,0.27,0.02,36,,0.555,0.002,,,6.38,6.86,6.81,40,23.3
040281,STAR LAKE,8/23/1985,75.03380556,44.15061944,5.51,0,2.6,0.061,145.6,1.75,4.3,0.007,0.004,0,3.26,0.68,2.5,0.53,0.03,,37,0.007,0,0,0.002,6.6,7.37,7.01,5,39.3
040282,UNNAMED POND,7/16/1986,75.03963611,44.13395278,1.61,0,0.16,0.013,4.9,3.8,12.5,0.037,0.031,0.2,0.45,0.13,0.07,0.22,0.01,68,,0.928,0.06,0,0.008,4.54,4.52,4.55,160,19.1
040285,STREETER LAKE,7/26/1984,75.071025,44.11089722,4.95,0,0.23,0.17,64.1,0.69,7.6,0.01,0.012,3.6,2.83,0.54,0.68,0.38,0,69,,0.104,0.006,,,6.11,6.49,6.55,90,23.5
040286,PINE POND,7/26/1984,75.03658056,44.11311944,4.78,0,0.26,0.111,6.5,1.4,9.5,0.017,0.017,3.2,1.84,0.28,0.52,0.24,0,230,,0.72,0.049,,,4.96,5.06,5.18,80,22.4
040287,MUD POND,7/16/1986,75.03435833,44.103675,4.1,0,0.24,0.098,-0.6,1.14,12.8,0.024,0.025,3.7,1.73,0.38,0.44,0.11,0,344,,1.005,0.049,0,0.01,4.8,4.82,4.87,150,21.8
040288A,UNNAMED POND,7/30/1984,75.05519167,44.09839722,2.31,0,0.35,0.144,50.8,2.79,19.3,0.11,0.056,6,1.97,0.43,0.82,0.3,0.04,360,,2.6,0.076,,,5.14,5.35,5.78,350,18.6
040288C,UNNAMED POND,7/30/1984,75.05435833,44.10173056,2.18,0,0.32,0.125,53,2.95,17.7,0.061,,5.6,2.02,0.42,0.77,0.26,0.03,315,,1.74,0.067,,,5.45,5.42,5.92,140,18.6
040288E,UNNAMED POND,7/16/1986,75.04519167,44.08339722,3.28,0,0.25,0.074,-10.4,1.56,15.8,0.032,0.033,4.1,0.9,0.21,0.44,0.16,0.02,351,,0.908,0.07,0,0.013,4.59,4.64,4.63,200,
040289,CRYSTAL LAKE,7/26/1984,75.06824722,44.10089722,4.6,0.06,0.21,0.032,-37.6,0.23,0.6,0.005,0.005,0,0.9,0.15,0.15,0.21,0.02,76,,0.085,0.032,,,4.3,4.41,4.44,5,23.5
040290A,BENSON MINES POND,7/15/1986,74.98408056,44.16950556,22.7,0.08,2.05,0.184,145.5,,7.6,0.022,0.02,4.4,7.3,1.62,5.52,0.54,0.1,105,,0.737,0.69,0,0.014,6.45,6.66,7.16,100,94
040291,SUNNY POND,7/15/1986,74.98380278,44.15561944,3.03,0.01,0.25,0.082,63.4,1.12,6.5,0.021,0.024,1,1.71,0.34,0.39,0.34,0,16,,0.454,0.041,0,0.002,6.12,6.41,6.8,70,17.2
040293,LITTLE RIVER FLOW,7/17/1986,74.97408056,44.16200556,5.36,0.05,7.2,0.155,125.1,1.59,9.3,0.026,0.02,5.3,3.5,0.75,4.29,0.33,0.08,126,,1.413,0.159,0,0.009,6.36,6.67,7.04,100,52.2
040297,UNNAMED POND,8/1/1986,74.92685556,44.17700556,1.58,0,0.34,0.051,5.9,4.26,12.9,0.029,,0.7,1.07,0.2,0.1,0.13,0,61,,5.467,0.072,0.001,0.002,5.83,5.67,5.2,280,13
040298,HEATH POND,7/15/1986,74.92963333,44.16950556,3.66,0.04,8.99,0.109,79.9,,13.8,0.004,0.005,5.8,2.84,0.54,4.4,0.18,0.09,161,,1.088,0.069,0,0.011,5.99,5.98,6.47,200,45
040298B,UNNAMED POND,7/17/1986,74.93435833,44.18339444,1.99,0,0.32,0.152,89.5,3.94,,0.012,0.017,6.6,2.54,0.43,0.38,0.4,0.03,138,,0.944,0.123,0,0.008,5.52,5.58,6.1,500,21.1
040299,UNNAMED POND,7/17/1986,74.92519167,44.18978333,4.01,0,0.12,0.099,14.8,1.15,4.8,0.015,0.028,2,1.22,0.2,0.42,0.18,0.02,103,,0.595,0.044,0,0.01,5.47,5.39,5.67,100,15.3
040300,MUSKRAT POND,8/23/1985,74.93296944,44.18950556,2.66,0,0.16,0.075,33.9,0.96,4.4,0.023,0.025,0.2,1.52,0.21,0.32,0.17,,,31,0.58,0.009,0,0.013,5.14,6.11,6.43,70,12.8
040301,UNNAMED(NEWTON FALLS)RES,7/26/1984,74.98630556,44.21422778,6.64,0.08,0.69,0.106,73.8,1.13,4.4,0.007,0.007,4.4,3.54,0.63,0.89,0.37,0.01,46,,0.235,0.031,,,6.26,6.65,6.92,35,32.6
040301B,BROWN'S FALLS RESERVOIR,7/29/1986,75.03658611,44.21283889,9.44,0.2,1.08,0.09,142,1.91,6.1,0.025,0.019,3.7,4.47,0.77,1.37,0.43,1.17,75,,0.272,0.023,0,0.005,6.04,6.86,7.03,37,45
040303,CHAUMONT POND,8/23/1985,74.94741389,44.20839444,12.59,0,0.5,0.168,267.9,3.44,4.3,0.027,0.025,5.9,7.18,1.52,1.25,0.4,,,49,0.64,0.003,0,0.002,6.55,7.33,7.41,40,59.4
040303A,BENSON MINES PONDS,7/15/1986,74.97796944,44.19145,,0.01,6.06,0.463,549,8.71,5.7,0.017,0.018,5.8,115.8,7.15,3.75,4.03,0.02,25,,0.416,0.747,0.001,0.001,6.17,,7.89,40,66.5
040303B,BEAVER POND,7/28/1986,75.00158333,44.19561667,6.64,0,0.27,0.186,137.6,1.87,4.4,0.01,0.007,2.7,3.66,0.56,0.49,0.3,0,34,,0.363,0,0,0.005,6.16,6.88,6.94,35,31.2
040304,LOST POND,8/23/1985,74.94269167,44.18950556,2.05,0,0.15,0.119,78.5,2.76,6.6,0.017,0.016,0.7,1.98,0.32,0.39,0.08,,,76,0.63,0.022,0,0.004,5.48,6.02,6.75,220,15.6
040305,CRANE POND,7/15/1986,74.94463611,44.22533889,4.43,0.01,0.26,0.094,6.6,,2.8,0.01,0.012,0.3,1.22,0.24,0.23,0.33,0.02,15,,0.118,0.053,0,0.008,5.88,5.62,5.69,5,16.5
040306,TOOLEY POND,7/15/1986,74.92046944,44.26506111,4.18,0.01,0.3,0.111,74.8,,8.4,0.014,0.014,1.9,2.21,0.57,0.56,0.22,0,74,,0.252,0.028,0,0.013,5.87,6.43,6.78,80,23.4
040307,LOST POND,7/26/1984,74.85824444,44.20978333,0.68,0,0.33,0.1,38.6,3.38,21.1,0.2,0.194,2.3,1.51,0.27,0.41,1.29,0,139,,0.71,0.054,,,5.22,5.28,5.78,240,15.1
040308,DILLON POND,7/15/1986,74.86518889,44.22367222,3.95,0.04,0.48,0.047,24.3,,11.6,0.019,0.016,9.4,1.27,0.52,0.37,0.25,0.13,106,,0.843,0.036,0,0.013,5.35,5.35,5.34,180,19.5
040310,EGG POND,8/6/1986,74.73296111,44.24283889,0.39,0,0.4,0.086,30.9,7.13,32.8,,0.091,3.7,1.66,0.37,0.46,0.6,0,120,,3.076,0.039,0.002,0.013,4.99,4.91,4.98,200,20.8
040311,LILYPAD POND,8/6/1986,74.73768333,44.24533889,3.47,0,0.33,0.073,30.6,2.34,18.7,0.03,0.032,1.6,1.95,0.41,0.46,0.37,0,121,,1.314,0.034,0.001,0.011,5.27,5.24,5.37,180,19.5
040313,CURTIS POND,8/13/1985,74.76073889,44.15783889,5.99,0.09,0.16,0.096,-8.4,0.56,2.4,0.005,0.01,0,1.52,0.25,0.46,0.25,,,119,0.076,0.068,0.001,0.013,5.52,5.03,5.08,5,20.2
040313A,UNNAMED POND,8/20/1986,74.77796111,44.15200556,3.16,0.01,0.26,0.119,117,1.97,11.2,0.042,,6.1,2.71,0.69,0.86,0.35,0,141,,0.576,0.069,0,0.006,5.98,6.56,6.85,120,24.2
040314,UNNAMED POND,7/22/1986,74.749625,44.15422778,5.34,0,0.19,0.046,-18.6,2.47,8.4,0.007,0.008,0.7,1.03,0.19,0.36,0.08,0,387,,0.164,0.056,0,0.006,4.45,4.57,4.58,40,25
040315,DONUT POND,7/22/1986,74.74045833,44.15645,5.22,0,0.25,0.046,-8.1,0.44,6.4,0.012,0.011,1.3,1.1,0.2,0.39,0.23,0,294,,0.187,0.061,0,0.007,4.65,4.75,4.75,35,22
040316,DOG POND,7/26/1984,74.72684722,44.15617222,7.27,0,0.35,0.074,-2.9,0.16,3.4,0.004,0.005,2.8,1.52,0.27,0.5,0.25,0,132,,0.047,0.079,,,4.93,5.19,5.1,15,20.6
040317,LITTLE DOG POND,8/3/1984,74.72184722,44.15950556,6.24,0,0.33,0.067,,0.48,7.1,0.198,0.083,0,1.07,0.17,0.38,0.15,0,460,,0.078,0.035,,,4.5,4.46,4.53,40,28.6
040318,FISHPOLE POND,7/26/1984,74.79796111,44.11283889,3.99,0,0.25,0.116,57,2.67,13.9,0.013,0.013,3.8,2.66,0.47,0.67,0.22,0.01,190,,0.99,0.11,,,5.39,5.63,6.07,100,24.9
040319,DARNING NEEDLE POND,7/26/1984,74.78073889,44.11895,4.25,0,0.22,0.188,21.9,0.63,4.9,0.009,0.012,0.9,1.75,0.38,0.44,0.23,0.01,68,,0.198,0.075,,,5.88,6.46,6.19,35,17.6
040320,LITTLE FISH POND,7/22/1986,74.77379167,44.11672778,4.82,0,0.2,0.066,5.4,0.3,3.2,0.01,0.011,1.5,1.34,0.23,0.35,0.15,0.01,102,,0.15,0.062,0,0.012,5.2,5.29,5.33,25,16.4
040320A,UNNAMED POND,7/22/1986,74.76934722,44.11478333,5.21,0,0.06,0.057,-0.8,0.47,4.1,0.02,,0.5,1.47,0.32,0.33,0.29,0,120,,0.134,0.083,0,0.007,5,5.06,5.09,35,16.9
040320B,UNNAMED POND,7/22/1986,74.75851389,44.12617222,3.16,0,0.13,0.048,-34.9,0.77,13.6,,0.044,0.8,0.7,0.18,0.24,0.16,0,356,,0.412,0.042,0,0.015,4.36,4.42,4.44,140,24
040321A,UNNAMED POND,7/22/1986,74.76740278,44.11256111,4.39,0.04,0.48,0.078,14.9,0.76,3.3,0.013,0.012,0.8,1.5,0.22,0.34,0.27,0.07,90,,0.192,0.062,0,0.008,5.35,5.47,5.78,35,17.2
040322,SCOTT POND,7/18/1986,74.77045833,44.10756111,4.52,0,0.19,0.084,6.5,0.34,2.3,0.005,0.004,1.7,1.17,0.23,0.36,0.17,0,55,,0.049,0.053,0,0.003,5.58,5.66,5.56,0,14.5
040322B,UNNAMED POND,7/22/1986,74.769625,44.11283889,4.26,0,0.2,0.055,,0.84,3.9,0.01,0.011,0.7,1.17,0.18,0.33,0.13,0,118,,0.204,0.074,0,0.01,,5.01,5.09,35,16.4
040323,COLVIN POND,8/13/1985,74.75434722,44.10978333,4.52,0.09,0.22,0.092,20.2,0.33,2.8,0.003,0.004,1.5,1.68,0.29,0.41,0.24,,,40,0.089,0.052,0.001,0.012,6.24,6.46,6.39,5,15.6
