ST,BT,RT,CLM,NP,CP,CRP,GS,CS,CC,WS,NRD,BM,BB,PS,RB,YP,LMB,SMB,RBS,BC,BS,MM,BND,BK,LT,SPL,KOK,LNS,LC,FF,PD,BG,WE,TM,YB,RWF,FHM,SS,LND,LLS,ESM,RS,BRM,LWF,CIS,TGT,AE,FSD,CCS,SAL,MCS,BDS,AW,Richness,Volume.m3.,Littoral.Area..ha.,Elevation..m.,Watershed,Quad,LONG,LAT,SO4_mgL,NO3_mgL,ANC,DIC,DOC,P_total,SIO2_mgL,Ca_mgL,Na_mgL,Fe_mgL,LAB_pH
1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,55303,9,584,Black,Wakely Mtn. ,-74.66571944,43.68812222,5.93,0.02,67.3,1.55,9.2,0.023,2.4,2.62,0.99,0.644,6.13
1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,337485,39.3,643,Black,Wakely Mtn. ,-74.54071389,43.68228889,4.7,0,237.2,2.72,4.7,0.028,3.4,3.87,1.09,0.058,8.23
0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,1679021,5.3,424,Black,Mckeever ,-75.17655556,43.52923611,5.06,0,174.2,2.21,4.2,0.006,1.3,4.14,1.41,0.006,7.34
0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,49584,3.2,430,Black,Mckeever ,-75.17044444,43.53673611,5.33,0,156.9,2.76,4.7,0.008,4.6,4.05,1.81,0.357,6.86
0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1598597,38.6,447,Black,Mckeever ,-75.15878056,43.54756944,5.74,0.09,82.5,1.18,4.8,0.009,3.3,3.48,2.72,0.074,6.85
0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,43945,4.9,448,Black,Mckeever ,-75.14294722,43.57173611,4.12,0,107.8,4.46,9.5,0.023,4,3.45,2.36,0.51,6.01
0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,901638,56.1,462,Black,Mckeever ,-75.12600278,43.58701389,4.56,0,201.6,2.74,6.6,0.018,1,5.67,6.22,0.314,7.08
0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,147729,5.2,342,Black,Forestport,-75.20766667,43.438125,5.38,0.15,1927,22.25,4.5,0.006,4.9,40.68,1.93,0.235,7.9
0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16853,1.7,338,Black,Forestport ,-75.24155833,43.45951389,6.2,0.35,1476,17.46,5.2,0.019,4.5,26.08,1.49,0.231,7.82
1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,835657,32.9,343,Black,Forestport ,-75.20627778,43.44006944,4.77,0.14,371,5.05,6.6,0.013,7.8,7.14,0.95,0.274,7.17
1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,218981,32,567,Black,Honnedaga Lake ,-74.99182778,43.52784722,4.83,0,53.2,1.37,8.1,0.026,3.1,2.16,0.65,0.272,6.01
1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6912525,27.8,433,Black,Mckeever ,-75.14433333,43.54534722,6.16,0.13,166.2,2.16,2.6,0.002,2.3,5.02,7.08,0.033,7.18
1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,423547,16.8,491,Black,Mckeever,-75.05516944,43.59506944,5.47,0,62.1,0.68,4.8,0.006,6,2.18,0.96,0.056,6.54
0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1069796,24.6,485,Black,Mckeever ,-75.05516389,43.52090278,5.13,0.08,32.4,0.51,NA,0.007,2.9,1.81,0.62,0.159,6.52
1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,38750,5,490,Black,Mckeever ,-75.023775,43.54284722,4.94,0,12.8,0.57,4.2,0.007,2.6,1.5,0.57,0.156,5.85
1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5387132,77.9,348,Black,Forestport ,-75.20738889,43.42340278,5.13,0.16,184.6,2.85,6.3,0.01,5.6,5.46,0.83,0.22,7.15
1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30559,3.1,361,Black,Remsen ,-75.14516389,43.37090278,6.75,0.15,1325.1,16.79,1.9,0.023,5.3,26.5,1.07,0.073,8.34
1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,62942,5.2,363,Black,Remsen ,-75.13599722,43.370625,6.61,0.23,1296.8,16.11,1.1,0.008,6.8,25.79,1.03,0.019,8.57
1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,66028,8.8,403,Black,North Wilmurt ,-75.08210556,43.40423611,5.13,0.16,183.3,2.61,3,0.013,9.9,3.66,1.17,0.101,7.03
0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,558925,28.6,581,Black,Morehouseville,-74.90571389,43.44951389,5.68,0.22,17.9,0.12,2.7,0.011,2,1.73,0.57,0.033,5.81
0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26288,3.4,489,Black,North Wilmurt ,-75.00849444,43.47895833,4.23,0.05,172.9,2.35,6.2,0.027,10.8,3,1.66,0.194,7.06
1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10106490,48.8,555,Black,Honnedaga Lake ,-74.94766111,43.52284722,5.27,0.19,-1.9,0.4,5,0.003,3.6,1.59,0.46,0.121,5.06
1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19331,2.5,600,Black,Honnedaga Lake ,-74.93155278,43.56728889,4.42,0,71.7,1.55,10.7,0.031,1.7,2.66,0.55,0.258,6.19
0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10628,1.3,198,Upper Hudson,Lake Luzerne ,-73.86512222,43.32229444,3.76,0.02,39.5,0.27,6.5,0.039,0.5,1.78,0.75,0.039,7.45
0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,98070,2.3,448,Upper Hudson,Porter Corners ,-73.98540556,43.24812778,3.47,0.01,116.7,4.37,10.7,0.025,3.1,2.71,0.88,0.137,5.95
0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22932,3.3,477,Upper Hudson,Porter Corners ,-73.98929444,43.23562778,3.51,0.02,55.6,1.6,13.3,0.063,4.2,2.4,0.57,0.274,5.9
0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,965701,11.5,476,Upper Hudson,Porter Corners ,-73.970125,43.13285,5.52,0,128.7,1.71,6.7,0.005,3,3.27,0.75,0.051,6.83
0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1130542,7.6,442,Upper Hudson,Jackson Summit ,-74.35402778,43.22285,4.66,0.01,10.2,0.34,4.7,0.009,1.7,1.41,0.61,0.038,5.76
0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,415024,2.3,541,Upper Hudson,Harrisburg ,-74.14818889,43.42423333,5.89,0.13,67.9,1.18,3.1,0.002,2.8,2.8,0.75,0,6.57
1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2987456,12.3,440,Upper Hudson,Harrisburg ,-74.1568,43.39979167,5.54,0.01,87.3,1.22,3.3,0,1.4,2.83,0.68,0.001,6.98
0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11,7685936,38.4,505,Upper Hudson,Piseco Lake ,-74.51903611,43.390625,4.58,0.01,73.1,1.13,3.4,0.022,1.2,2.47,1.59,0.033,6.8
0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,220910,7,512,Upper Hudson,Piseco Lake ,-74.504875,43.47979167,4.22,0.05,198.9,3.93,12.3,0.058,6.3,3.63,0.94,0.559,6.48
0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11881040,17.4,518,Upper Hudson,Wells ,-74.46515,43.47979167,5.23,0,76.1,0.97,3.5,0.004,1,2.14,0.58,0.002,7.06
0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,27655,0.9,512,Upper Hudson,Piseco Lake ,-74.50987222,43.43229167,3.6,0,131,1.65,10.1,0.02,1.7,4.08,6.59,0.11,6.76
0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,187703,4.2,503,Upper Hudson,Morehouse Mtn. ,-74.54486667,43.27368056,5.1,0.1,36.5,1.33,6.5,0.027,1.7,1.62,0.97,0.355,5.88
0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,200451,4.5,484,Upper Hudson,Bakers Mills ,-74.07151944,43.53756667,3.84,0.01,149.9,2.74,6.5,0.008,3.7,3.41,0.75,0.31,6.5
0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,142992,4.9,486,Upper Hudson,Bakers Mills ,-74.06346389,43.5459,3.62,0.01,198.3,3.29,6.2,0.014,4.1,3.91,0.78,0.358,6.83
1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,3311119,9.4,646,Upper Hudson,Bakers Mills ,-74.17986111,43.61645556,5.17,0.07,55.3,0.48,3.5,0,4,2.31,0.67,0.016,7.03
0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,56912,8.7,617,Upper Hudson,Thirteenth Lake ,-74.07458056,43.68923056,3.76,0.01,77.4,2.19,9,0.022,3.2,2.46,0.74,0.183,6.17
1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,673415,6.1,565,Upper Hudson,Indian Lake ,-74.29014444,43.6359,5.4,0,31.4,0.48,4,0.003,0.4,1.63,0.45,0.01,6.37
0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2358295,15,251,Upper Hudson,Chestertown ,-73.77429444,43.71423333,6.05,0.02,607.8,7.93,5.3,0.002,6.2,13.15,3.21,0.049,7.66
1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,114566,5.9,600,Upper Hudson,Schroon Lake,-73.98263611,43.82256389,5.33,0.02,33.5,0.7,4.8,0.003,1.6,2.1,0.56,0.065,6.24
0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1369552,14,271,Upper Hudson,Schroon Lake ,-73.80401944,43.80450833,5.17,0,415.9,5.46,5.4,0.006,3.3,8.63,3.67,0.027,7.68
0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,591171,18.5,390,Upper Hudson,Schroon Lake,-73.81707778,43.85506111,4.66,0.02,195.4,2.7,9.9,0.019,5.2,4.51,1.34,0.025,6.84
0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24659,1.7,314,Upper Hudson,Pharaoh Mtn. ,-73.71040556,43.82533889,3.98,0,245.1,6.76,8.4,0.027,4.8,5.24,0.54,0.079,6.34
1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,186315,1.8,320,Upper Hudson,Pharaoh Mtn. ,-73.65956944,43.77534167,6.78,0.02,132,2.38,4.3,0.017,1.4,3.6,0.7,0.017,6.82
0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16478,1.2,302,Upper Hudson,Pharaoh Mtn. ,-73.70873889,43.84089444,2.85,0,404.2,7.19,11.2,0.032,2.2,7.41,1.22,0.133,6.62
0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,75418,12.9,328,Upper Hudson,Pharaoh Mtn.,-73.67901667,43.84950556,4.84,0.02,214.3,3.21,10.9,0.034,3.2,4.76,0.64,0.137,7
0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7820997,8.1,329,Upper Hudson,Pharaoh Mtn. ,-73.66262778,43.85117222,6.23,0.02,140.1,1.84,3.7,0.019,1.7,3.81,0.64,0.002,7.34
0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,94270,9.1,331,Upper Hudson,Pharaoh Mtn. ,-73.64040278,43.85561667,4.67,0,337.5,8.65,8.6,0.017,4.9,6.33,0.57,0.143,6.32
1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,179701,6.6,343,Upper Hudson,Pharaoh Mtn. ,-73.65901667,43.84200556,3.65,0.02,219,6.59,7.3,0.019,1.9,4.47,0.66,0.122,6.36
1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,1282777,9,558,Upper Hudson,Blue Ridge ,-73.891525,43.94811667,5.9,0.02,212.6,2.52,5.8,0.004,7.2,5.38,1.91,0.017,7.56
1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6511192,16.1,583,Upper Hudson,Blue Ridge ,-73.82735833,43.99394722,5.4,0.1,110.5,2.36,3,0.019,4.1,3.15,0.79,0,6.48
1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12428,1.5,680,Upper Hudson,Mt. Marcy ,-73.81124722,44.06505556,3.58,0.02,190.6,3.5,5,0.006,6.5,3.69,1.21,0.635,6.64
1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,424117,1,351,Upper Hudson,Paradox Lake ,-73.67013056,43.98338889,6.88,0.01,125.5,1.53,3.7,0.02,2.4,4.29,0.6,0.036,7.09
1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,62932,7,280,Upper Hudson,Paradox Lake ,-73.70679722,43.98616667,3.51,0,368.3,9.23,7.9,0.031,2.3,6.65,1.82,0.815,6.47
1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,35016,2.5,381,Upper Hudson,Witherbee ,-73.63235278,44.01977778,4.19,0,59.1,1.62,11.9,0.031,2.7,2.58,0.58,0.122,6.02
1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,175203,1,445,Upper Hudson,Witherbee ,-73.59485,44.02005556,5.46,0.01,106.7,1.49,5,0,0.7,3.52,0.62,0.009,6.96
0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12483,1,338,Upper Hudson,Eagle Lake,-73.61151667,43.97061111,3.18,0.01,319.9,7.63,8.7,0.06,5.5,6.32,0.52,0.178,6.47
0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,81270,1.4,338,Upper Hudson,Eagle Lake,-73.60346111,43.96783333,5.58,0.01,329,4.03,7.8,0.024,7.4,6.87,0.83,0.034,7.45
0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16460,1.9,300,Upper Hudson,Witherbee ,-73.68790833,44.03144444,7.09,0.01,375.1,5.44,6,0.028,2.8,18.25,21.38,0.016,7.15
1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,221676,4.7,369,Upper Hudson,Witherbee ,-73.64846389,44.02644444,3.84,0.01,60.8,1.56,6.1,0.007,0.6,2.18,0.59,0.021,6.28
0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,595417,3.5,363,Upper Hudson,Witherbee ,-73.627075,44.04033333,4.45,0.01,182.8,2.36,5.9,0.012,2.1,4.34,0.68,0.056,7.16
1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,115072,1,399,Upper Hudson,Witherbee,-73.63429722,44.09921944,6.29,0.01,146.5,1.92,4.5,0.003,1.6,4.16,0.77,0.007,7.11
0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,43438,3,315,Upper Hudson,Witherbee ,-73.67318889,44.08755278,4.86,0.02,157.1,2.86,3.5,0.013,2.2,5.03,4.99,0.05,7.23
0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,461206,4.2,389,Upper Hudson,Witherbee ,-73.59790833,44.07699722,4.64,0,215.7,3.07,7,0.029,2.5,5.1,5.51,0.309,7.03
0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,337333,2.4,334,Upper Hudson,North Creek,-73.93624167,43.72228611,3.28,0.01,467.1,6.66,12.3,0.023,6.6,7.65,1.97,0.143,7.17
1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,10,7961956,43.7,510,Upper Hudson,Thirteenth Lake ,-74.11736111,43.71784167,5.16,0.07,124.9,1.56,3.4,0.003,3.9,3.43,0.9,0.012,7.15
1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,316208,4.7,571,Upper Hudson,Dutton Mtn. ,-74.02680556,43.82506389,4.98,0,257.7,3.36,6.4,0.022,4,6.13,3.2,0.047,7.16
1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,646733,28.3,520,Upper Hudson,Blue Ridge ,-73.97402778,43.91256111,3.9,0,195.3,2.54,7.5,0.004,5,4.41,1.77,0.15,7.14
1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,100551,10,597,Upper Hudson,Blue Ridge ,-73.94069722,43.99839167,4.95,0.02,177.3,2.33,7,0.009,4.6,3.92,0.96,0.093,6.94
1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,533751,10,497,Upper Hudson,Dutton Mtn. ,-74.12125278,43.80061944,4.88,0.02,188.6,1.71,10.6,0.022,2.8,5.03,0.51,0.056,9.18
